NAICS,FM,PATH
337121,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337124,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337125,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337129,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337211,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337214,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337215,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337910,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337920,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339115,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339116,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339911,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339912,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339914,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339920,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339931,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339932,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339941,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339942,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339944,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339950,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339991,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424690,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339114,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339992,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339993,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339994,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339995,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339999,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423330,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423390,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423410,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423420,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423430,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423440,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423450,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423460,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423490,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423520,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424930,"equipment, components, and materials","resources with labor>equipment, components, and materials"
442210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423610,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423620,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423690,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424950,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423710,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423720,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423730,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423740,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423820,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423830,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423840,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423850,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423860,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423910,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423920,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423930,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423940,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423990,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441229,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
442110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
442291,"equipment, components, and materials","resources with labor>equipment, components, and materials"
442299,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424330,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444190,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424340,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
446120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
446130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
446199,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448140,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448150,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448190,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
451110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
451120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
451130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
451140,"equipment, components, and materials","resources with labor>equipment, components, and materials"
452111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
452112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
452990,"equipment, components, and materials","resources with labor>equipment, components, and materials"
453110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
453210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
453220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
483112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
484210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
487110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
487210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
487990,"equipment, components, and materials","resources with labor>equipment, components, and materials"
488111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
488190,"equipment, components, and materials","resources with labor>equipment, components, and materials"
488330,"equipment, components, and materials","resources with labor>equipment, components, and materials"
488410,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532291,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532292,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532299,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532412,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532420,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532490,"equipment, components, and materials","resources with labor>equipment, components, and materials"
541420,"equipment, components, and materials","resources with labor>equipment, components, and materials"
541490,"equipment, components, and materials","resources with labor>equipment, components, and materials"
812310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562119,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562211,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562212,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562213,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562219,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562920,"equipment, components, and materials","resources with labor>equipment, components, and materials"
562991,"equipment, components, and materials","resources with labor>equipment, components, and materials"
812320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
812331,"equipment, components, and materials","resources with labor>equipment, components, and materials"
812332,"equipment, components, and materials","resources with labor>equipment, components, and materials"
621991,"equipment, components, and materials","resources with labor>equipment, components, and materials"
314999,"equipment, components, and materials","resources with labor>equipment, components, and materials"
326199,"equipment, components, and materials","resources with labor>equipment, components, and materials"
326291,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333298,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333415,"equipment, components, and materials","resources with labor>equipment, components, and materials"
336612,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315212,"equipment, components, and materials","resources with labor>equipment, components, and materials"
926120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811113,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811118,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811121,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811122,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811191,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811192,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811198,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811211,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811212,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811213,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811219,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811411,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811412,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811420,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811430,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811490,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327215,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331222,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331511,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332439,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333414,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333611,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334418,"equipment, components, and materials","resources with labor>equipment, components, and materials"
322215,"equipment, components, and materials","resources with labor>equipment, components, and materials"
335929,"equipment, components, and materials","resources with labor>equipment, components, and materials"
336214,"equipment, components, and materials","resources with labor>equipment, components, and materials"
337122,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423140,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423810,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315221,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315231,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316212,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316993,"equipment, components, and materials","resources with labor>equipment, components, and materials"
323118,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327123,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327910,"equipment, components, and materials","resources with labor>equipment, components, and materials"
424610,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331491,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332410,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333293,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333924,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334413,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325611,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339112,"equipment, components, and materials","resources with labor>equipment, components, and materials"
212321,"equipment, components, and materials","resources with labor>equipment, components, and materials"
444220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
453310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
488390,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423510,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332999,"equipment, components, and materials","resources with labor>equipment, components, and materials"
448210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532411,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316991,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334113,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339913,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441221,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333997,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423610,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441221,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316999,"equipment, components, and materials","resources with labor>equipment, components, and materials"
326111,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332613,"equipment, components, and materials","resources with labor>equipment, components, and materials"
313220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325194,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
313240,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331529,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
327120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
313110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331318,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331420,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332215,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332216,"equipment, components, and materials","resources with labor>equipment, components, and materials"
314120,"equipment, components, and materials","resources with labor>equipment, components, and materials"
314994,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315190,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332994,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333241,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333242,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333243,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315280,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333244,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333316,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333413,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331523,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315990,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333519,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334613,"equipment, components, and materials","resources with labor>equipment, components, and materials"
322219,"equipment, components, and materials","resources with labor>equipment, components, and materials"
322230,"equipment, components, and materials","resources with labor>equipment, components, and materials"
336310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
441228,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443141,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339930,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339940,"equipment, components, and materials","resources with labor>equipment, components, and materials"
423620,"equipment, components, and materials","resources with labor>equipment, components, and materials"
314910,"equipment, components, and materials","resources with labor>equipment, components, and materials"
332119,"equipment, components, and materials","resources with labor>equipment, components, and materials"
313310,"equipment, components, and materials","resources with labor>equipment, components, and materials"
315240,"equipment, components, and materials","resources with labor>equipment, components, and materials"
316998,"equipment, components, and materials","resources with labor>equipment, components, and materials"
322220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325130,"equipment, components, and materials","resources with labor>equipment, components, and materials"
325180,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331313,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331110,"equipment, components, and materials","resources with labor>equipment, components, and materials"
331410,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333249,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333318,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333517,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334118,"equipment, components, and materials","resources with labor>equipment, components, and materials"
334416,"equipment, components, and materials","resources with labor>equipment, components, and materials"
335210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
339910,"equipment, components, and materials","resources with labor>equipment, components, and materials"
443142,"equipment, components, and materials","resources with labor>equipment, components, and materials"
336320,"equipment, components, and materials","resources with labor>equipment, components, and materials"
336390,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532284,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532283,"equipment, components, and materials","resources with labor>equipment, components, and materials"
333914,"equipment, components, and materials","resources with labor>equipment, components, and materials"
335220,"equipment, components, and materials","resources with labor>equipment, components, and materials"
452319,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532281,"equipment, components, and materials","resources with labor>equipment, components, and materials"
532289,"equipment, components, and materials","resources with labor>equipment, components, and materials"
452210,"equipment, components, and materials","resources with labor>equipment, components, and materials"
212230,"equipment, components, and materials","resources with labor>equipment, components, and materials"
811490,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
811420,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
811412,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
811411,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
326199,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
532210,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
453220,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
453110,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
452990,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
452112,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
452111,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
448320,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
446120,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
444210,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
443111,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
442299,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
442110,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
424130,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
423710,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
423620,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
424930,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
423220,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
423210,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
339995,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
339994,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
339912,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337910,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337215,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337214,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337211,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337129,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337125,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337124,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337121,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
333112,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335228,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335222,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335221,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335212,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335211,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335129,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332214,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332213,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332211,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
327112,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
326111,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
325620,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
327212,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
322291,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
321999,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
316992,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
314911,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
314129,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
314121,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
111422,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
111421,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337127,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
326299,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
316991,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332999,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
453310,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
444220,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
325611,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
316993,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
337122,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
326111,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335210,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
314910,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
423620,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
443141,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
314120,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332216,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
332215,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
452319,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
335220,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
452210,"furniture, home goods, and appliances","resources with labor>equipment, components, and materials>furniture, home goods, and appliances"
812331,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
453210,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
424120,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
423850,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
423740,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
423490,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
423440,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
339943,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
339942,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
339941,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
325612,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
339940,commercial and office equipment,"resources with labor>equipment, components, and materials>commercial and office equipment"
811219,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
314999,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
541420,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
532490,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
532310,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
532299,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
484210,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
339999,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
333319,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
316999,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
314991,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
314912,diversified equipment,"resources with labor>equipment, components, and materials>diversified equipment"
